cluster number,  center
0, 2021-08-16__11--30--00.png,2021-08-16__10--45--00.png,2021-08-16__09--00--00.png,2021-08-16__12--15--00.png,2021-08-16__14--30--00.png,2021-08-16__08--30--00.png,2021-08-16__15--00--00.png,2021-08-18__06--45--00.png,2021-08-16__10--00--00.png,2021-08-18__08--15--00.png,2021-08-18__06--00--00.png,2021-08-16__15--45--00.png,2021-08-16__09--45--00.png,2021-08-18__07--30--00.png,2021-08-18__09--45--00.png,2021-08-16__16--45--00.png,2021-08-16__08--15--00.png,2021-08-18__10--00--00.png,2021-08-16__13--00--00.png,2021-08-16__12--30--00.png,2021-08-16__14--15--00.png,2021-08-16__16--00--00.png,2021-08-18__05--45--00.png,2021-08-18__08--30--00.png,2021-08-16__11--15--00.png,2021-08-18__09--00--00.png,2021-08-18__07--15--00.png,2021-08-16__13--45--00.png,2021-08-16__08--45--00.png,2021-08-18__06--30--00.png,2021-08-16__14--45--00.png,2021-08-18__07--00--00.png,2021-08-16__11--00--00.png,2021-08-18__09--15--00.png,2021-08-16__16--15--00.png,2021-08-16__10--30--00.png,2021-08-16__09--30--00.png,2021-08-18__07--45--00.png,2021-08-16__14--00--00.png,2021-08-16__08--00--00.png,2021-08-18__10--15--00.png,2021-08-16__15--30--00.png,2021-08-16__13--15--00.png,2021-08-16__11--45--00.png,2021-08-16__12--45--00.png,2021-08-18__06--15--00.png,2021-08-16__16--30--00.png,2021-08-16__10--15--00.png,2021-08-18__08--00--00.png,2021-08-16__17--00--00.png,2021-08-18__09--30--00.png,2021-08-16__15--15--00.png,2021-08-16__13--30--00.png,2021-08-16__09--15--00.png,2021-08-16__12--00--00.png,2021-08-18__05--30--00.png,2021-08-18__08--45--00.png
1, 2021-08-13__06--30--00.png,2021-08-13__07--00--00.png,2021-08-13__12--00--00.png,2021-08-13__09--15--00.png,2021-08-13__10--15--00.png,2021-08-13__07--45--00.png,2021-08-13__05--15--00.png,2021-08-13__03--30--00.png,2021-08-13__06--15--00.png,2021-08-13__11--45--00.png,2021-08-13__04--45--00.png,2021-08-13__09--30--00.png,2021-08-13__08--00--00.png,2021-08-13__11--00--00.png,2021-08-13__10--30--00.png,2021-08-13__05--30--00.png,2021-08-13__03--15--00.png,2021-08-13__08--45--00.png,2021-08-13__04--00--00.png,2021-08-13__04--15--00.png,2021-08-13__03--00--00.png,2021-08-13__06--45--00.png,2021-08-13__11--15--00.png,2021-08-13__03--45--00.png,2021-08-13__08--15--00.png,2021-08-13__07--30--00.png,2021-08-13__06--00--00.png,2021-08-13__05--00--00.png,2021-08-13__04--30--00.png,2021-08-13__09--45--00.png,2021-08-13__11--30--00.png,2021-08-13__10--00--00.png,2021-08-13__09--00--00.png,2021-08-13__05--45--00.png,2021-08-13__08--30--00.png,2021-08-13__10--45--00.png,2021-08-13__07--15--00.png
2, 2021-08-12__09--15--00.png,2021-08-12__11--00--00.png,2021-08-18__21--45--00.png,2021-08-12__10--30--00.png,2021-08-12__08--45--00.png,2021-08-12__09--30--00.png,2021-08-12__08--00--00.png,2021-08-12__10--15--00.png,2021-08-18__22--00--00.png,2021-08-12__09--00--00.png,2021-08-12__08--30--00.png,2021-08-12__10--45--00.png,2021-08-18__22--15--00.png,2021-08-12__09--45--00.png,2021-08-12__10--00--00.png,2021-08-12__08--15--00.png
3, 2021-08-13__17--30--00.png,2021-08-13__17--45--00.png,2021-08-13__20--00--00.png,2021-08-13__13--30--00.png,2021-08-13__15--15--00.png,2021-08-13__16--30--00.png,2021-08-13__17--00--00.png,2021-08-13__12--45--00.png,2021-08-13__19--15--00.png,2021-08-13__14--00--00.png,2021-08-13__21--15--00.png,2021-08-13__13--15--00.png,2021-08-13__15--30--00.png,2021-08-13__18--45--00.png,2021-08-13__16--15--00.png,2021-08-13__18--00--00.png,2021-08-13__14--45--00.png,2021-08-13__19--30--00.png,2021-08-13__21--45--00.png,2021-08-13__13--45--00.png,2021-08-13__18--15--00.png,2021-08-13__16--00--00.png,2021-08-13__13--00--00.png,2021-08-13__14--15--00.png,2021-08-13__12--30--00.png,2021-08-13__21--00--00.png,2021-08-13__16--45--00.png,2021-08-13__15--45--00.png,2021-08-13__18--30--00.png,2021-08-13__19--00--00.png,2021-08-13__17--15--00.png,2021-08-13__14--30--00.png,2021-08-13__12--15--00.png,2021-08-13__19--45--00.png,2021-08-13__20--15--00.png,2021-08-13__15--00--00.png
4, 2021-08-12__15--00--00.png,2021-08-12__16--15--00.png,2021-08-12__18--00--00.png,2021-08-12__14--45--00.png,2021-08-12__11--45--00.png,2021-08-12__14--00--00.png,2021-08-12__18--45--00.png,2021-08-12__13--15--00.png,2021-08-12__15--30--00.png,2021-08-12__16--30--00.png,2021-08-12__17--00--00.png,2021-08-12__12--45--00.png,2021-08-12__17--45--00.png,2021-08-12__13--30--00.png,2021-08-12__15--15--00.png,2021-08-12__12--00--00.png,2021-08-12__14--30--00.png,2021-08-12__12--15--00.png,2021-08-12__18--30--00.png,2021-08-12__15--45--00.png,2021-08-12__17--15--00.png,2021-08-12__11--30--00.png,2021-08-12__13--00--00.png,2021-08-12__14--15--00.png,2021-08-12__12--30--00.png,2021-08-12__16--45--00.png,2021-08-12__18--15--00.png,2021-08-12__13--45--00.png,2021-08-12__16--00--00.png,2021-08-12__17--30--00.png,2021-08-12__11--15--00.png
5, 2021-08-18__14--45--00.png,2021-08-18__13--45--00.png,2021-08-18__18--15--00.png,2021-08-18__17--30--00.png,2021-08-18__11--15--00.png,2021-08-18__16--00--00.png,2021-08-18__14--15--00.png,2021-08-18__12--30--00.png,2021-08-18__13--00--00.png,2021-08-18__16--45--00.png,2021-08-18__15--45--00.png,2021-08-18__18--30--00.png,2021-08-18__17--15--00.png,2021-08-18__11--30--00.png,2021-08-18__15--00--00.png,2021-08-18__14--30--00.png,2021-08-18__12--15--00.png,2021-08-18__10--45--00.png,2021-08-18__17--45--00.png,2021-08-18__12--00--00.png,2021-08-18__13--30--00.png,2021-08-18__15--15--00.png,2021-08-18__17--00--00.png,2021-08-18__16--30--00.png,2021-08-18__12--45--00.png,2021-08-18__11--45--00.png,2021-08-18__13--15--00.png,2021-08-18__15--30--00.png,2021-08-18__18--45--00.png,2021-08-18__14--00--00.png,2021-08-18__10--30--00.png,2021-08-18__16--15--00.png,2021-08-18__11--00--00.png,2021-08-18__18--00--00.png
6, 2021-08-15__21--15--00.png,2021-08-15__21--30--00.png,2021-08-15__21--45--00.png,2021-08-15__21--00--00.png
7, 2021-08-17__10--00--00.png,2021-08-17__06--45--00.png,2021-08-17__11--15--00.png,2021-08-17__04--15--00.png,2021-08-17__13--45--00.png,2021-08-16__17--15--00.png,2021-08-17__07--30--00.png,2021-08-17__06--00--00.png,2021-08-17__13--00--00.png,2021-08-17__08--15--00.png,2021-08-17__12--30--00.png,2021-08-17__14--15--00.png,2021-08-17__11--30--00.png,2021-08-17__05--00--00.png,2021-08-17__04--30--00.png,2021-08-17__09--45--00.png,2021-08-17__10--45--00.png,2021-08-17__07--15--00.png,2021-08-17__12--15--00.png,2021-08-17__14--30--00.png,2021-08-17__09--00--00.png,2021-08-17__05--45--00.png,2021-08-17__15--00--00.png,2021-08-17__08--30--00.png,2021-08-17__15--15--00.png,2021-08-17__13--30--00.png,2021-08-17__12--00--00.png,2021-08-17__09--15--00.png,2021-08-17__07--00--00.png,2021-08-17__06--30--00.png,2021-08-17__12--45--00.png,2021-08-17__05--15--00.png,2021-08-17__10--15--00.png,2021-08-17__07--45--00.png,2021-08-17__14--00--00.png,2021-08-17__04--45--00.png,2021-08-17__09--30--00.png,2021-08-17__13--15--00.png,2021-08-17__08--00--00.png,2021-08-17__06--15--00.png,2021-08-17__11--45--00.png,2021-08-17__05--30--00.png,2021-08-17__08--45--00.png,2021-08-17__14--45--00.png,2021-08-17__11--00--00.png,2021-08-17__10--30--00.png
8, 2021-08-16__22--00--00.png,2021-08-16__22--45--00.png,2021-08-17__02--30--00.png,2021-08-17__01--15--00.png,2021-08-16__23--30--00.png,2021-08-17__00--45--00.png,2021-08-17__02--15--00.png,2021-08-16__23--15--00.png,2021-08-17__00--00--00.png,2021-08-17__01--30--00.png,2021-08-16__21--45--00.png,2021-08-17__02--45--00.png,2021-08-16__22--30--00.png,2021-08-16__23--00--00.png,2021-08-17__00--15--00.png,2021-08-17__02--00--00.png,2021-08-16__21--15--00.png,2021-08-16__23--45--00.png,2021-08-17__00--30--00.png,2021-08-16__22--15--00.png,2021-08-17__01--00--00.png,2021-08-16__21--30--00.png,2021-08-17__01--45--00.png
9, 2021-08-12__23--45--00.png,2021-08-12__22--30--00.png,2021-08-12__23--00--00.png,2021-08-13__00--15--00.png,2021-08-12__19--30--00.png,2021-08-13__02--45--00.png,2021-08-13__02--00--00.png,2021-08-12__21--15--00.png,2021-08-13__00--30--00.png,2021-08-12__22--15--00.png,2021-08-13__01--00--00.png,2021-08-12__19--15--00.png,2021-08-12__20--45--00.png,2021-08-13__01--45--00.png,2021-08-12__20--00--00.png,2021-08-12__21--30--00.png,2021-08-13__02--30--00.png,2021-08-12__19--45--00.png,2021-08-12__20--15--00.png,2021-08-12__22--45--00.png,2021-08-12__19--00--00.png,2021-08-12__22--00--00.png,2021-08-13__01--15--00.png,2021-08-12__23--30--00.png,2021-08-12__20--30--00.png,2021-08-13__02--15--00.png,2021-08-12__21--00--00.png,2021-08-13__00--45--00.png,2021-08-12__21--45--00.png,2021-08-12__23--15--00.png,2021-08-13__00--00--00.png,2021-08-13__01--30--00.png
10, 2021-08-14__19--30--00.png,2021-08-14__19--15--00.png,2021-08-14__20--00--00.png,2021-08-14__13--15--00.png,2021-08-14__13--00--00.png,2021-08-14__19--45--00.png,2021-08-14__19--00--00.png
11, 2021-08-18__23--15--00.png,2021-08-19__00--00--00.png,2021-08-18__23--30--00.png,2021-08-18__22--45--00.png,2021-08-18__23--45--00.png,2021-08-18__23--00--00.png,2021-08-18__22--30--00.png
12, 2021-08-15__11--45--00.png,2021-08-15__12--00--00.png,2021-08-15__12--15--00.png
13, 2021-08-18__20--00--00.png,2021-08-18__21--00--00.png,2021-08-18__20--30--00.png,2021-08-18__19--00--00.png,2021-08-18__20--15--00.png,2021-08-18__19--45--00.png,2021-08-18__21--30--00.png,2021-08-18__20--45--00.png,2021-08-18__19--15--00.png,2021-08-18__21--15--00.png,2021-08-18__19--30--00.png
14, 2021-08-16__19--15--00.png,2021-08-16__19--45--00.png,2021-08-17__03--00--00.png,2021-08-16__20--15--00.png,2021-08-17__03--45--00.png,2021-08-16__18--30--00.png,2021-08-16__19--00--00.png,2021-08-16__20--30--00.png,2021-08-16__21--00--00.png,2021-08-16__17--30--00.png,2021-08-16__18--15--00.png,2021-08-16__18--00--00.png,2021-08-16__19--30--00.png,2021-08-16__18--45--00.png,2021-08-17__03--30--00.png,2021-08-16__20--45--00.png,2021-08-17__03--15--00.png,2021-08-16__20--00--00.png,2021-08-17__04--00--00.png,2021-08-16__17--45--00.png
15, 2021-08-15__20--30--00.png,2021-08-15__20--45--00.png,2021-08-15__20--15--00.png
